CODIGO NNM,DESCRIPCION NNM,Codigo SOM,DESCRIPCIÓN SOM
342013,RESONANCIA MAGNETICA NUCLEAR DE COLUMNA           ,1-342013,RESONANCIA MAGNETICA NUCLEAR DE COLUMNA               
342014,RESONANCIA MAGNETICA NUCLEAR DE ARTICULACIONES    ,1-342014,RESONANCIA MAGNETICA NUCLEAR DE ARTICULACIONES        
342016,RESONANCIA MAGNETICA NUCLEAR DE CEREBRO CON ESPECTROSCOPIA,7-342016,RESONANCIA MAGNETICA NUCLEAR DE CEREBRO ESPECTROSC    
342018,RESONANCIA MAGNETICA NUCLEAR CARDIACA             ,7-342018,RESONANCIA MAGNETICA NUCLEAR CARDIACA                 
342023,RESONANCIA MAGNETICA NUCLEAR DE PELVIS            ,7-342023,RESONANCIA MAGNETICA NUCLEAR DE PELVIS                
342024,RESONANCIA MAGNETICA NUCLEAR MIEMBROS SUPERIORES           ,7-342024,RESONANCIA MAGNETICA NUCLEAR SUPERIORES               
342025,RESONANCIA MAGNETICA NUCLEAR MIEMBROS INFERIORES           ,7-342025,RESONANCIA MAGNETICA NUCLEAR INFERIORES               
342025,RESONANCIA MAGNETICA NUCLEAR MIEMBROS INFERIORES           ,7-345029,RESONANCIA MAGNETICA POR DIFUSION (RMD)
342028,ARTRORESONANCIA                                   ,7-347009,ARTRORESONANCIA                                       
342029,URORESONANCIA,7-347024,UROGRAMA POR RNM                                      
342030,RESONANCIA MAGNETICA NUCLEAR MAMARIA,7-349801,RESONANCIA NUCLEAR MAGNETICA MAMARIA                  
342031,RMN PROSTATICA HIGADO O PANCREAS MULTIPARAMETRICA  ,7-345070,RMN PROSTATICA HIGADO O PANCREA MULTIPARAMETRICA      
342032,ENTERORESONANCIA,,
342032,ENTERORESONANCIA,7-345072,ENTERORESONANCIA
342033,COLANGIORESONANCIA MAGNETICA NUCLEAR              ,7-347005,COLANGIORESONANCIA MAGNETICA NUCLEAR                  
342034,RESONANCIA MAGNETICA NUCLEAR OBSTÉTRICA,,
342034,RESONANCIA MAGNETICA NUCLEAR OBSTÉTRICA,7-345093,RESONANCIA MAGNETICA NUCLEAR FETAL / PLACENTARIA
342035,RESONANCIA MAGNETICA POR DIFUSION (RMD),,
342036,RMN FUNCIONAL,7-345036,RESONANCIA MAGNETICA NUCLEAR ENCEFALICA FUNCIONAL     
342037,RESONANCIA MAGNETICA NUCLEAR DE ALTA RESOLUCIÓN,,
342038,TRACTOGRAFIA POR RNM                              ,7-345069,TRACTOGRAFIA POR RNM                                  
342039,NEUROGRAFIA POR RESONANCIA MAGNETICA NUCLEAR,,
342039,NEUROGRAFIA POR RESONANCIA MAGNETICA NUCLEAR,7-345063,NEUROGRAFIA POR RESONANCIA MAGNETICA NUCLEAR
342040,ANGIORESONANCIA                                   ,7-347004,ANGIORESONANCIA                                       
35.,35. TERAPIA RADIANTE,CELDA VACÍA,
350101,ROENTGENOTERAPIA SUPERFICIAL O PROFUNDA  - CADA APLICACIÓN -            ,1-350101,ROENTGENOTERAPIA SUPERF/PROFUNDA                      
350102,"TELECOBALTOTERAPIA, TELECESIOTERAPIA, RADIOTERAPIA DINAMICA           ",1-350102,TELECOBALTOTERAPIA  TELECESIOTERAPIA                 
,RADIUMTERAPIA ,CELDA VACÍA,
350201,"APLICACIÓN Y MANIPULACION DE RADIUM, HASTA 1000 Mg/hora.                               ",1-350201,HASTA 1000 MG/HORA.                                   
350202,"APLICACIÓN Y MANIPULACION DE RADIUM, CADA 1000 Mg/hora EXCEDENTE                          ",1-350202,CADA 1000 MG/HORA EXCEDENTES.                         
350203,ALQUILER DEL RADIUM - POR TRATAMIENTO -            ,1-350203,ALQUILER DEL RADIUM -POR TRATAMIENTO                  
350301,"TRATAMIENTO CON ACELERADOR LINEAL INCLUYE SIMULACION, PLANIFICACION COLIMADORES Y DOSIMETRIA",7-350301,ACELERADOR LINEAL INCL. SIMULACION Y PLANIFICACION    
350301,"TRATAMIENTO CON ACELERADOR LINEAL INCLUYE SIMULACION, PLANIFICACION COLIMADORES Y DOSIMETRIA",1-350301,ACELERADOR LINEAL INCL. SIMULACION Y PLANIFICACION
,350301,7-359001,ACELERADOR LINEAL CON EMISION DE ELECTRONES       
,350301,7-359003,ACELERADOR LINEAL CON EMISION DE FOTONES          
350305,RADIOTERAPIA TRIDIMENSIONAL CONFORMADA OTROS ORGANOS O REGIONES,7-350305,RADIOTERAPIA TRIDIMENSIONAL OTROS ORGANOS             
,350305,7-357023,MODULO DE RADIOTERAPIA TRIDIMENSIONAL PROSTATICA  
350306,RADIOTERAPIA DE INTENSIDAD MODULADA OTROS ORGANOS O REGIONES,7-350306,RADIOTERAPIA DE INTENSIDAD MODULADA OTRAS REGIONES    
,350306,7-357003,MODULO RADIUM GINECOLOGICO                        
,350306,7-357004,MODULO RADIOTERAPIA LOCAL DE PIEL                 
,350306,7-357005,MODULO NEOPLASIA SISTEMA NERVIOSO                 
,350306,7-357006,MODULO NEOPLASIA DE CABEZA Y CUELLO               
,350306,7-357007,MODULO NEOPLASIA DE TORAX                         
,350306,7-357008,MODULO DE MAMA Y LINFATICOS REGIONALES            
,350306,7-357009,MODULO DE MAMA SIMPLE/LINFATICOS REGIONALES       
,350306,7-357010,MODULO DE NEOPLASIA DE ABDOMEN Y PELVIS           
,350306,7-357011,MODULO DE NEOPLASIAS UROLOGICAS PENE O TEST       
,350306,7-357012,MODULO DE NEOPLASIA DE VEJIGA                     
,350306,7-357013,MODULO DE NEOPLASIA GINECOLOGICOS COMBINADOS      
,350306,7-357016,MODULO DE NEOPLASIA DE MIEMBROS                   
,350306,7-357017,MODULO DE NEOPLASIAS LINFOMA                      
,350306,7-357033,RADIOTERAPIA DE INTENSIDAD MODULADA PROSTATICA    
,350306,7-357034,RADIOTERAPIA DE INTENSIDAD MODULADA CABEZA CUELLO 
,350306,7-357024,MODULO DE TRATAMIENTOS COMPLEJOS CRANEO ESPINAL   
,350306,7-357025,MODULO DE IRRADIACION TOTAL DE PIEL               
350309,"BRAQUITERAPIA, TERAPIA INTRALUMINAL",,
350310,"BRAQUITERAPIA, TERAPIA DE CONTACTO                ",7-350310,BRAQUITERAPIA  TERAPIA DE CONTACTO                   
,350310,7-357026,BRAQUITERAPIA UROLOGICA Y OTRAS SIN MATERIAL RAD  
350311,"BRAQUITERAPIA, TERAPIA INTRACAVITARIA             ",7-350311,BRAQUITERAPIA  TERAPIA INTRACAVITARIA                
,350311,7-357014,MODULO DE BRAQUITERAPIA GINECOLOGICA              
350312,"BRAQUITERAPIA, TERAPIA INTERSTICIAL",7-350312,BRAQUITERAPIA  TERAPIA INTERSTICIAL                  
350313,BETATERAPIA OFTALMICA                             ,7-350313,BETATERAPIA OFTALMICA                                 
350314,BETATERAPIA PRECAVITARIA ENCEFALICA               ,7-350314,BETATERAPIA PRECAVITARIA ENCEFALICA                   
350315,BETATERAPIA INTRACAVITARIA ENCEFALICA             ,7-350315,BETATERAPIA INTRACAVITARIA ENCEFALICA                 
350316,RADIOTERAPIA INTRAOPERATORIA                      ,7-359007,RADIOTERAPIA INTRAOPERATORIA                          
350317,TRATAMIENTO RADIANTE PALIATIVO ANTIALGICO - POR SESION -,7-357018,MODULO DE TRATAMIENTOS BAJA COMPLEJIDAD               
,350317,7-357019,MODULOS PALIATIVOS DE ALTA COMPLEJIDAD            
,350317,7-357020,TRATAMIENTO ANTALGICO CON FUENTE ABIERTA          
,350317,7-357505,TRATAMIENTO AMBULATORIO DE BAJA COMPLEJIDAD       
,350317,7-357032,MODULO DE TRATAMIENTO PALIATIVO ESTADO AVANZADO   
,350317,7-357030,MODULO DE TRATAMIENTO HOSP DE DIA QUIMIOTERAPIA   
350318,"SIMULACION LOCALIZADORA EN TERAPIA RADIANTE - POR ZONA, POR SESION -                   ",7-357001,SIMULACION LOCALIZADORA (C/U)                         
350319,"PLANIFICACION COMPUTARIZADA EN TERAPIA RADIANTE - POR ZONA, POR SESION -            ",7-357002,PLANIFICACION COMPUTARIZADA (C/U)                     
36.,36. UROLOGIA,CELDA VACÍA,
360101,URETROCISTOSCOPIA CON INSTRUMENTAL RIGIDO              ,1-360101,URETROCISTOSCOPIA C/INSTRUMEN.RIGIDO                  
360102,URETROCISTOFIBROSCOPIA                            ,1-360102,URETROCISTOFIBROSCOPIA                                
360103,"SONDAJE VESICAL (EVACUADOR-CISTOGRAFIA, ETC)",,
360103,"SONDAJE VESICAL (EVACUADOR-CISTOGRAFIA, ETC)",1-360104,SONDAJE VESICAL (PARA CISTOGRAFIA DE REPLESION)   
360103,"SONDAJE VESICAL (EVACUADOR-CISTOGRAFIA, ETC)",1-360103,SONDAJE VESICAL (EVACUADOR INSTILACION T.)        
360105,CISTOTONOMANOMETRIA (INCLUYE PERFIL URETRAL)                   ,1-360105,CISTOTONOMANOMETRIA.                                  
,360105,7-369019,PERFIL URETRAL                                    
360107,URETROSCOPIA.                                     ,1-360107,URETROSCOPIA.                                         
360108,URETROCISTOURETEROFIBROSCOPIA CON VIDEOSCOPIA     ,7-360108,URETROCISTOURETEROFIBROSCOPIA CON VIDEOSCOPIA         
360111,ESTUDIO URODINAMICO COMPLETO                      ,7-360111,ESTUDIO URODINAMICO COMPLETO                          
360112,PENEOSCOPIA  (CON O SIN TOMA DE BIOPSIA)                               ,7-360112,PENESCOPIA                                            
365002,UROFLUJOMETRIA,7-369013,FLUJOMETRIA                                           
365004,TEST DE LA TUMESCENCIA NOCTURNA PENEANA (TNP),7-369512,TEST DE TUMESCENCIA PENEANA NOCTURNA                  
365006,CAVERNOSOGRAFIA,7-369004,CAVERNOSOGRAFIA Y CAVERNOSOMETRIA                     
365008,ENDOSCOPIA RENAL (NEFROSCOPIA),,
365008,ENDOSCOPIA RENAL (NEFROSCOPIA),7-365008,ENDOSCOPIA RENAL
365008,ENDOSCOPIA RENAL (NEFROSCOPIA),7-365008,ENDOSCOPIA RENAL                                  
365016,RIGIDOMETRIA PENEANA                              ,7-369020,RIGIDOMETRIA PENEANA                                  
365023,URETROCISTOFIBROSCOPIA FLEXIBLE.,7-365022,URETROFIBROSCOPIA CON INSTRUMENTO FLEXIBLE Y CONVE    
365032,BIOFEEDBACK URINARIO ,,
365033,URETERORRENOSCOPIA DIAGNOSTICA                    ,7-369023,URETERORRENOSCOPIA DIAGNOSTICA                        
,365033,7-369024,URETERORRENOSCOPIA TERAPEUTICA                    
365034,URETEROSCOPIA RETROGRADA                          ,,
365035,DILATACION URETRAL CON BALON                      ,7-369008,DILATACION URETRAL CON BALON                          
365036,FARMACOTERAPIA INTRACAVENOSA PARA DISFUNSION ERECTIL- POR SESION -       ,7-369508,FARMACOTERAPIA INTRACAVERNOSA- EN ORDENES DE SERIE    
,365036,7-369509,FARMACOTERAPIA INTRACAVENOSA - POR SESION -       
367001,"LASER, POR AREA Y SESION EN LESIONES UROGENITALES ",7-367001,LASER  POR AREA Y SESION EN LESIONES UROGENITALES    
369002,APLICACION DE COLAGENO PERIURETRAL PARA LA INCONTINENCIA URINARIA,7-369002,APLICACION DE COLAGENO PARA LA INCONTINENCIA Y PAR    
369021,TERMOTERAPIA PROSTATICA (TRANSURETRAL)                     ,7-369021,TERMOTERAPIA PROSTATICA                               
369501,CAVERNOSOMETRIA                    ,,
369501,CAVERNOSOMETRIA                    ,7-369501,CAVERNOSOMETRIA DINAMICA
38.,38. TRATAMIENTOS ESPECIALES,CELDA VACÍA,
380101,PUVATERAPIA                                       ,7-380101,PUVATERAPIA                                           
380201,CAMARA HIPERBARICA                                ,1-380201,CAMARA HIPERBARICA                                    
380203,FOTOTERAPIA UVA-UBV - POR SESION -,CELDA VACÍA,
40.,"40. ASISTENCIA EN CONSULTORIO, DOMICILIO E INTERNACION",CELDA VACÍA,
400101,INTERNACION EN UTI/UCO - Arancel global por cada 24 hs de atencion -  ,1-400101,ARANCEL GLOBAL P/CADA 24 HS.(TERAPIA INTENSIVA)       
,400101,7-407101,MODULO DIARIO TERAPIA INTENSIVA SIN ARM           
400102,CONTROL DE PRESION POR CATETERISMO CARDIACO EN ARTERIA Y CAPILAR PULMONAR Y/O MEDICION DE VOLUMEN MINUTO POR TERMODILUCION - Primera determinacion -,1-400102,CONT.PRESION.CATETERISMO CARD.ARTERIA-CAPILAR PULM    
400103,CONTROL DE PRESION POR DETERMINACION SUBSIGUIENTE - Hasta 6 en 24 horas - ,1-400103,CONT.PRESION POR DET.SUBSIG. HASTA 6 EN 24 HORAS.     
400104,DETERMINACION DE CONSUMO DE OXIGENO POR METODOS DIRECTOS          ,1-400104,DETERMINACION DE CONSUMO DE OXIGENO                   
400107,INTERNACION EN UTI/UCO CON ARM ADULTO - Arancel global por cada 24 hs de atencion -  ,7-407102,MODULO DIARIO TERAPIA INTENSIVA CON ARM               
400108,INTERNACION EN UCI ADULTO  - Arancel global por cada 24 hs de atencion -  ,,
400109,INTERNACION EN UTI/UCO PEDIATRICA - Arancel por cada 24 hs -,,
400109,INTERNACION EN UTI/UCO PEDIATRICA - Arancel por cada 24 hs -,7-405004,MODULO DIA UTI/UCO PEDIATRICO SIN ARM
400109,INTERNACION EN UTI/UCO PEDIATRICA - Arancel por cada 24 hs -,7-405004,MODULO DIA UTI/UCO PEDIATRICO SIN ARM             
400110, INTERNACION EN UTI/UCO PEDIATRICO CON ARM - Arancel global por cada 24 hs de atencion -,,
400110, INTERNACION EN UTI/UCO PEDIATRICO CON ARM - Arancel global por cada 24 hs de atencion -,7-405003,MODULO DIA UTI/UCO PEDIATRICO CON ARM
400110, INTERNACION EN UTI/UCO PEDIATRICO CON ARM - Arancel global por cada 24 hs de atencion -,7-405003,MODULO DIA UTI/UCO PEDIATRICO CON ARM             
400111,INTERNACION EN UCI PEDIATRICO  - Arancel global por cada 24 hs de atencion -  ,7-407115,CUIDADOS INTENSIVOS INTERMEDIOS PEDIATRICOS           
400112,INTERNACION CLINICA EN NEONATOLOGIA,,
400113,INTERNACION EN TERAPIA INTENSIVA NEONATAL - Arancel por cada 24 hs -,,
400114,INTERNACION NEONATAL EN CUIDADOS INTERMEDIOS (UCI),7-407108,MODULO NEONATAL UTI CON ARM                           
,400114,7-407109,MODULO NEONATAL UTI SIN ARM                       
400115,INTERNACION EN TERAPIA INTENSIVA NEONATAL CON ARM - Arancel por cada 24 hs -,,
42.,"42. ASISTENCIA EN CONSULTORIO, DOMICILIO E INTERNACION",CELDA VACÍA,
420101,CONSULTA MEDICA EN CONSULTORIO                             ,1-420101,CONSULTA MEDICA                                       
420101,CONSULTA MEDICA EN CONSULTORIO                             ,7-425045,AUDITORIA EN TERRENO JERARQUIZADA                 
420101,CONSULTA MEDICA EN CONSULTORIO                             ,7-425014,ATENCION MEDICA CRECIMIENTO/DESARROLLO            
,420101,7-423028,CONSULTA ESPECIALISTA SIN PRACTICA                
,420101,7-425015,CONSULTA ESPECIALISTA A                           
,420101,7-425016,CONSULTA ESPECIALISTA B                           
,420101,7-425017,CONSULTA ESPECIALISTA C                           
,420101,1-425020,CONSULTA MEDICO DE GUARDIA                        
,420101,7-425058,CONSULTA MEDICA EXCEPCIONADA POR PLAN             
,420101,7-425081,CONSULTA AMBULATORIA IVE (CONSULTA EXCEDENTE)     
420102,CONSULTA MEDICA EN HORARIO NOCTURNO Y/O FERIADOS,1-420103,CONSULTA MEDICA EN HORARIO NOCTURNO                   
420104,CONSULTA ESPECIALISTA CLINICA MEDICA,,
420105,CONSULTA ESPECIALISTA PEDIATRICA,,
420106,CONSULTA ESPECIALISTA GINECOLOGICA ,7-425019,CONSULTA VESTIDA DE GINECOLOGIA                       
,420106,7-425069,MODULO CHEQUEO PREVENTIVO I (HASTA 50 A¿OS)       
,420106,7-425070,MODULO CHEQUEO PREVENTIVO II (51 HASTA 64 A¿OS)   
,420106,7-425071,MODULO CHEQUEO PREVENTIVO III (DESDE 65 A¿OS)     
420107,CONSULTA ESPECIALISTA OBSTETRICIA,,
420107,CONSULTA ESPECIALISTA OBSTETRICIA,7-425025,CONSULTA INICIAL EMBARAZO DE ALTO RIESGO
420107,CONSULTA ESPECIALISTA OBSTETRICIA,7-425020,CONSULTA ESPECIALISTA D
420107,CONSULTA ESPECIALISTA OBSTETRICIA,7-425026,CONSULTA SUBSIGUIENTE EMBARAZO DE ALTO RIESGO
420108,CONSULTA ESPECIALISTA DERMATOLOGIA ,,
420109,CONSULTA ESPECIALISTA OFTALMOLOGIA ,7-423023,CONSULTA VESTIDA OFTALMOLOGICA                        
420109,CONSULTA ESPECIALISTA OFTALMOLOGIA ,7-423001,CONSULTA VESTIDA Y/O GLOBALIZADA
,420109,7-423026,CONSULTA DE CONTROL OFTALMOLOGICO                 
,420109,7-423027,CONSULTA OFTALMOLOGICA PEDIATRICA                 
420110,CONSULTA ESPECIALISTA OTORRINOLARINGOLOGIA ,,
420111,CONSULTA ESPECIALISTA GASTROENTEROLOGIA,,
420112,CONSULTA ESPECIALISTA UROLOGICA,,
420113,CONSULTA ESPECIALISTA NEFROLOGIA,,
420114,CONSULTA ESPECIALISTA ORTOPEDIA Y TRAUMATOLOGIA,7-425040,CONSULTA - 2DA OPINION TRAUMATOLOGICA                 
420115,CONSULTA ESPECIALISTA CARDIOLOGICA ,7-425018,CONSULTA VESTIDA DE CARDIOLOGIA                       
420115,CONSULTA ESPECIALISTA CARDIOLOGICA ,7-425084,CHEQUEO CARDIOL.MODERADO/ALTO RIESGO HASTA 55 A¿OS
420115,CONSULTA ESPECIALISTA CARDIOLOGICA ,7-425085,CHEQUEO CARDIOL.MODERADO/ALTO RIESGO MAYOR 55 A¿OS
,420115,7-425082,CHEQUEO CARDIOLOGICO BAJO RIESGO HASTA 55 A¿OS    
,420115,7-425083,CHEQUEO CARDIOLOGICO BAJO RIESGO MAYOR 55 A¿OS    
420116,CONSULTA ESPECIALISTA NEUROLOGIA,,
420117,CONSULTA ESPECIALISTA VASCULAR PERIFERICO,,
420118,CONSULTA ESPECIALISTA FLEBOLOGIA,,
420119,CONSULTA ESPECIALISTA INFECTOLOGIA,,
420119,CONSULTA ESPECIALISTA INFECTOLOGIA,7-425039,CONSULTA ESPECIALIZADA INFECTOLOGIA
420119,CONSULTA ESPECIALISTA INFECTOLOGIA,7-425039,CONSULTA ESPECIALIZADA INFECTOLOGIA               
420120,CONSULTA ESPECIALISTA REUMATOLOGIA,,
420121,CONSULTA ESPECIALISTA ENDOCRINOLOGIA,,
420122,CONSULTA ESPECIALISTA HEMATOLOGIA,,
420123,CONSULTA ESPECIALISTA CIRUGÍA GENERAL,,
420124,CONSULTA ESPECIALISTA NEUROCIRUGIA,,
420125,CONSULTA ESPECIALISTA NEUMONOLOGIA,,
420126,CONSULTA ESPECIALISTA ALERGIA E INMUNOLOGIA,,
420127,CONSULTA DE GUARDIA,7-427201,CONSULTA EN GUARDIA                                   
420127,CONSULTA DE GUARDIA,1-430801,DERECHO DE CLINICA                                
420128,CONSULTA ESPECIALISTA GENETICA,,
420129,CONSULTA ESPECIALISTA CARDIOLOGIA PEDIATRICA,,
420130,CONSULTA ESPECIALISTA CIRUGIA CARDIACA,,
420131,CONSULTA ESPECIALISTA CIRUGIA DE CABEZA Y CUELLO,,
420132,CONSULTA ESPECIALISTA CIRUGIA PEDIATRICA,,
420133,CONSULTA ESPECIALISTA CIRUGIA TORACICA,,
420134,CONSULTA ESPECIALISTA ENDOCRINOLOGIA PEDIATRICA,,
420135,CONSULTA ESPECIALISTA GASTROENTEROLOGIA PEDIATRICA,,
420136,CONSULTA ESPECIALISTA MEDICINA PALIATIVA - DEL DOLOR,,
420137,CONSULTA MEDICINA PALIATIVA -TRATAMIENTO DEL DOLOR- SUBSIGUIENTES,,
420137,CONSULTA MEDICINA PALIATIVA -TRATAMIENTO DEL DOLOR- SUBSIGUIENTES,7-423004,DOLOR CRONICO NO ONCOLOGICO
420137,CONSULTA MEDICINA PALIATIVA -TRATAMIENTO DEL DOLOR- SUBSIGUIENTES,7-423004,DOLOR CRONICO NO ONCOLOGICO                       
420137,CONSULTA MEDICINA PALIATIVA -TRATAMIENTO DEL DOLOR- SUBSIGUIENTES,7-423007,BLOQUEOS DE ALTA COMPLEJIDAD
420138,CONSULTA ESPECIALISTA NEFROLOGIA PEDIATRICA,,
420139,CONSULTA ESPECIALISTA NEUMONOLOGIA PEDIATRICA,,
420140,CONSULTA ESPECIALISTA NEUROLOGIA PEDIATRICA,7-425023,CONSULTA NEUROLOGIA INFANTIL                          
420140,CONSULTA ESPECIALISTA NEUROLOGIA PEDIATRICA,1-425007,CONSULTA PEDIATRICA                               
420141,CONSULTA ESPECIALISTA NUTRICION MEDICA,,
420142,CONSULTA ESPECIALISTA ONCOLOGIA ,7-423005,DOLOR CRONICO ONCOLOGICO                              
420143,CONSULTA ESPECIALISTA REHABILITACION MEDICA - FISIATRIA,,
420144,CONSULTA ESPECIALISTA TOXICOLOGIA,,
420145,CONSULTA ESPECIALISTA MEDICINA DEL DEPORTE,7-425087,COACH DEPORTOLOGIA                                    
420146,CONSULTA ESPECIALISTA ONCOLOGIA PEDIATRICA,,
420147,CONSULTA ESPECIALISTA ORTOPEDIA Y TRAUMATOLOGIA PEDIATRICA,,
420148,CONSULTA ESPECIALISTA CIRUGIA PLASTICA Y REPARADORA,,
420149,CONSULTA ESPECIALISTA PSIQUIATRIA,,
420150,CONSULTA PREQUIRURGICA,7-423017,MODULO RIESGO QUIRURGICO                              
420151,CONSULTA MEDICA TELEMEDICINA,7-426001,CONSULTA VIA TELEMEDICINA                             
,420151,7-426003,TELESEGUIMIENTO PACIENTE COVID19                  
420152,CONSULTA TELEMEDICINA ESPECIALISTA ,7-426002,CONSULTA VIA TELEMEDICINA - CAMDR                     
420201,CONSULTA EN DOMICILIO - VISITA MEDICA -                                  ,1-420201,VISITA MEDICA                                         
,420201,7-420501,INTERNACION DOMICILIARIA                          
,420201,7-804004,VISITA MEDICA ESPECIALISTA INT DOMICILIARIA       
420202,ARANCEL POR CADA 10KM RECORRIDO FUERA DEL RADIO URBANO (Adiciona a la consulta)                 ,1-420202,ARANCEL POR CADA 10KM. RECORRIDO                      
420204,VISITA MEDICA DOMICILIARIA EN HORARIO NOCTURNO Y/O FERIADOS,1-420203,VISITA MEDICA EN HORARIO NOCTURNO                     
420205,CONSULTA EN DOMICILIO MEDICO ESPECIALISTA                                ,7-423024,CONSULTA OFTALMOLOGICA A DOMICILIO                    
,420205,7-423025,CONSULTA OFTALMOLOGICA DE URGENCIA                
,420205,7-425021,CONSULTA DOMICILIARIA CUIDADOS PALIATIVOS 1 VEZ   
,420205,7-425022,CONSULTA DOMICILIARIA CUIDADOS PALIATIVOS SEGUIMIE
,420205,7-425024,VISITA ASISTENTE SOCIAL (USO EXC. CENTRAL)        
420301,ATENCION MEDICA INTERNACION CLINICA O QUIRURGICA           ,1-420301,ATENCION MEDICA INTERNACION CLINICA                   
420303,INTERCONSULTA ESPECIALIZADA EN INTERNACION            ,1-420303,INTERCONSULTA ESPECIALIZADA EN INTER                  
420303,INTERCONSULTA ESPECIALIZADA EN INTERNACION            ,7-425004,COPAGO POR FALTA DE ACUERDO CON PRESTADOR         
,420303,7-427001,INTERNACION NIVEL 1                               
43.,43. PRESTACIONES SANATORIALES Y DE ENFERMERIA,CELDA VACÍA,
43.01,INTERNACIONES,CELDA VACÍA,
430101,UNA CAMA EN HABITACION DE DOS CON BAÑO PRIVADO,1-430101,UNA CAMA EN HABITACION DE DOS                         
430102,UNA CAMA EN HABITACION INDIVIDUAL                    ,1-430102,PENSION: HABITACION INDIVIDUAL                        
430103,UNA CAMA HABITACION DE TRES CON BAÑO                ,1-430103,UNA CAMA HABITACION DE TRES C/BAÑO                    
430104,CAMA EN HABITACION DE MAS DE TRES CON BAÑO             ,1-430104,CAMA EN HABITACION DE MAS DE CUATRO                   
,430104,1-430107,CAMA P/ACOM.HAB.3 CAMAS C/BAÑO INTER              
430105,ATENCION DEL RECIEN NACIDO EN HABITACION - NURSERY         ,1-430105,ATENCION RECIEN NACIDO EN HABITACION                  
430106,CAMA PARA ACOMPAÑANTE EN HABITACION DE DOS CON BAÑO PRIVADO            ,1-430106,CAMA P/ACOMPAÑANTE EN HABI.2 C C/BAÑO                 
